QuestType {1},title {2},reward {2},limit_time {1},summary {2},task {2},PurposeTxt {2},number {1},respawn {1},LvMin {1},LvMax {1},inner_only {1},start_hour {1},start_minutes {1},weather {1},wtr_continue {1},custom_zone {2},zone_id {1},multi_quest_flg {2},formationID {2},AcceptCond {2},BtlLockType {1},LodID {3},MatchingID {3},unionID {2},Difficulty {1},Caption {2},Title_replace_ms {1},Title_replace_id {2},Summary_replace_ms1 {1},Summary_replace_id1 {2},Summary_replace_ms2 {1},Summary_replace_id2 {2},Summary_replace_ms3 {1},Summary_replace_id3 {2},StatsID {2},Purpose_replace_ms1 {1},Purpose_replace_id1 {2},Purpose_replace_ms2 {1},Purpose_replace_id2 {2}
1,63,56,12,56,56,56,4,3,32,42,1,12,0,7,1,1502,2,0,673,0,2,0,1300056,194,0,0,0,1,4,33,1,133,4,56,0,4,56,0,0
1,64,57,21,57,57,57,4,3,1,11,1,0,0,8,0,1702,5,0,674,0,2,0,1300057,194,0,0,0,1,4,72,0,1,0,1,0,5,42,0,0
1,65,58,12,58,58,58,4,3,11,21,1,0,0,18,1,1502,2,0,675,0,2,0,1300058,194,0,0,0,1,1,190,0,1,0,1,0,4,36,0,0
1,66,59,21,59,59,59,4,3,19,29,1,19,0,13,1,1602,4,0,676,0,2,0,1300059,194,0,0,0,1,4,68,4,68,0,1,0,0,1,0,0
1,67,60,17,60,60,60,4,3,26,36,1,12,0,1,1,1502,2,0,677,0,2,0,1300060,194,0,0,0,1,4,34,0,1,0,1,0,0,1,0,0
1,68,61,12,61,61,61,4,3,34,44,1,7,0,1,1,1702,5,0,678,0,2,0,1300061,194,0,0,0,1,4,66,0,1,0,1,0,4,81,0,0
1,69,62,17,62,62,62,4,3,11,21,0,5,0,1,1,1602,4,0,679,0,2,0,1300062,194,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0
1,70,63,17,63,63,63,4,3,26,36,0,7,0,3,1,2202,7,0,680,0,2,0,1300063,194,0,0,0,1,4,23,4,63,0,1,0,0,1,0,0
1,71,64,12,64,64,64,4,3,15,25,0,12,0,1,1,1602,4,0,681,0,2,0,1300064,194,0,0,0,1,4,93,4,95,0,1,0,4,95,0,0
1,72,65,17,65,65,65,4,3,21,31,1,0,0,16,1,1702,5,0,682,0,2,0,1300065,194,0,0,0,1,4,74,0,1,0,1,0,0,1,0,0
1,73,66,21,66,66,66,4,3,31,41,0,17,0,10,1,1602,4,0,683,0,2,0,1300066,194,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0
1,74,67,17,67,67,67,4,3,36,46,1,19,0,3,1,2202,7,0,684,0,2,0,1300067,194,0,0,0,1,1,355,4,62,4,37,0,4,62,0,0
1,75,68,17,68,68,68,4,3,7,17,1,17,0,8,1,1702,5,0,685,0,2,0,1300068,194,0,0,0,1,4,72,0,1,0,1,0,4,72,0,0
1,76,69,17,69,69,69,4,3,21,31,1,19,0,12,1,2202,7,0,686,0,2,0,1300069,194,0,0,0,1,1,355,4,82,0,1,0,4,82,0,0
1,77,70,12,70,70,70,4,3,36,46,1,19,0,5,1,1502,2,0,687,0,2,0,1300070,194,0,0,0,1,1,355,3,23,1,99,0,4,33,0,0
1,78,71,17,71,71,71,4,3,10,20,1,7,0,5,1,1602,4,0,688,0,2,0,1300071,194,0,0,4,79,4,79,1,24,0,1,0,4,79,0,0
1,79,72,17,72,72,72,4,3,18,28,1,7,0,11,1,1702,5,0,689,0,2,0,1300072,194,0,0,0,1,1,190,1,223,0,1,0,4,35,0,0
1,80,73,17,73,73,73,4,3,26,36,1,19,0,7,1,1502,2,0,690,0,2,0,1300073,194,0,0,0,1,1,459,4,33,0,1,0,4,33,0,0
1,81,74,17,74,74,74,4,3,34,44,1,12,0,4,1,1602,4,0,691,0,2,0,1300074,194,0,0,0,1,4,64,4,25,0,1,0,4,25,0,0
1,82,75,17,75,75,75,4,3,42,52,0,12,0,3,1,2202,7,0,692,0,2,0,1300075,194,0,0,0,1,4,23,0,1,0,1,0,0,1,0,0
1,83,76,17,76,76,76,4,3,18,28,1,12,0,1,1,1502,2,0,693,0,2,0,1300076,194,0,0,0,1,4,52,4,50,1,459,0,0,1,0,0
1,84,77,12,77,77,77,4,3,13,23,1,12,0,5,1,1502,2,0,694,0,2,0,1300077,194,0,0,4,97,4,97,0,1,0,1,0,0,1,0,0
1,85,78,17,78,78,78,4,3,19,29,1,12,0,15,1,2202,7,0,695,0,2,0,1300078,194,0,0,0,1,4,48,0,1,0,1,0,4,48,0,0
1,86,79,17,79,79,79,4,3,28,38,1,5,0,5,1,1702,5,0,696,0,2,0,1300079,194,0,0,0,1,4,23,0,1,0,1,0,0,1,0,0
1,87,80,17,80,80,80,4,3,36,46,1,7,0,1,1,1502,2,0,697,0,2,0,1300080,194,0,0,0,1,1,459,0,1,0,1,0,4,13,0,0
1,88,81,17,81,81,81,4,3,43,53,1,17,0,3,1,2002,6,0,698,0,2,0,1300081,194,0,0,0,1,0,1,0,1,0,1,0,4,26,0,0
1,89,82,17,82,82,82,4,3,19,29,1,19,0,1,1,1702,5,0,699,0,2,0,1300082,194,0,0,0,1,1,221,4,39,4,44,0,0,1,0,0
1,90,83,17,83,83,83,4,3,43,53,1,19,0,3,1,2202,7,0,700,0,2,0,1300083,194,0,0,0,1,1,355,0,1,0,1,0,5,44,0,0
1,91,84,17,84,84,84,4,3,12,22,1,17,0,8,1,1702,5,0,701,0,2,0,1300084,194,0,0,4,58,4,58,0,1,0,1,0,4,58,0,0
1,92,85,17,85,85,85,4,3,18,28,0,17,0,14,1,2002,6,0,702,0,2,0,1300085,194,0,0,0,1,4,23,0,1,0,1,0,4,23,0,0
1,93,86,17,86,86,86,4,3,26,36,1,12,0,5,1,1602,4,0,703,0,2,0,1300086,194,0,0,0,1,4,98,4,98,0,1,0,4,98,0,0
1,94,87,17,87,87,87,4,3,34,44,0,17,0,11,1,1702,5,0,704,0,2,0,1300087,194,0,0,0,1,4,11,0,1,0,1,0,0,1,0,0
1,95,88,17,88,88,88,4,3,42,52,0,12,0,10,1,1502,2,0,705,0,2,0,1300088,194,0,0,0,1,0,1,0,1,0,1,0,4,22,0,0
1,96,89,17,89,89,89,4,3,12,22,0,19,0,16,1,1502,2,0,706,0,2,0,1300089,194,0,0,0,1,1,99,1,459,0,1,0,4,33,0,0
1,97,90,17,90,90,90,4,3,26,36,0,7,0,3,1,2202,7,0,707,0,2,0,1300090,194,0,0,4,43,4,51,4,43,4,86,0,4,43,0,0
1,98,91,17,91,91,91,4,3,15,25,1,19,0,1,1,1602,4,0,708,0,2,0,1300091,194,0,0,0,1,4,25,1,58,4,64,0,4,25,0,0
1,99,92,17,92,92,92,4,3,20,30,0,19,0,1,1,2002,6,0,709,0,2,0,1300092,194,0,0,0,1,4,23,0,1,0,1,0,4,23,0,0
1,100,93,17,93,93,93,4,3,30,40,0,17,0,5,1,1502,2,0,710,0,2,0,1300093,194,0,0,0,1,1,122,4,81,4,52,0,4,52,0,0
1,101,94,12,94,94,94,4,3,36,46,1,19,0,12,1,2202,7,0,711,0,2,0,1300094,194,0,0,0,1,4,33,4,41,0,1,0,4,41,0,0
1,102,95,17,95,95,95,4,3,45,55,0,7,0,8,1,1702,5,0,712,0,2,0,1300095,194,0,0,0,1,1,209,0,1,0,1,0,0,1,0,0
1,103,96,17,96,96,96,4,3,20,30,1,0,0,11,1,1702,5,0,713,0,2,0,1300096,194,0,0,0,1,4,35,1,190,0,1,0,0,1,0,0
1,104,97,17,97,97,97,4,3,30,40,1,19,0,1,1,1502,2,0,714,0,2,0,1300097,194,0,0,0,1,1,122,1,459,4,34,0,4,34,0,0
1,105,98,12,98,98,98,4,3,36,46,0,12,0,1,1,2002,6,0,715,0,2,0,1300098,194,0,0,4,82,1,321,4,82,0,1,0,4,82,0,0
1,106,99,12,99,99,99,4,3,45,55,1,19,0,12,1,2202,7,0,716,0,2,0,1300099,194,0,0,0,1,1,355,0,1,0,1,0,4,92,0,0
1,107,100,17,100,100,100,4,3,17,27,1,0,0,18,1,1702,5,0,717,0,2,0,1300100,194,0,0,0,1,0,1,0,1,0,1,0,4,54,0,0
1,108,101,17,101,101,101,4,3,22,32,0,12,0,1,1,1602,4,0,718,0,2,0,1300101,194,0,0,0,1,4,59,1,1,4,51,0,4,51,0,0
1,109,102,17,102,102,102,4,3,39,49,1,0,0,3,1,2002,6,0,719,0,2,0,1300102,194,0,0,0,1,4,58,4,53,0,1,0,4,53,0,0
1,110,103,12,103,103,103,4,3,31,41,1,5,0,5,1,1602,4,0,720,0,2,0,1300103,194,0,0,0,1,4,61,0,1,0,1,0,4,61,0,0
1,111,104,17,104,104,104,4,3,46,56,0,5,0,3,1,2202,7,0,721,0,2,0,1300104,194,0,0,0,1,1,355,0,1,0,1,0,4,24,0,0
1,112,105,12,105,105,105,4,3,22,32,1,5,0,1,1,1602,4,0,722,0,2,0,1300105,194,0,0,0,1,4,51,4,63,4,63,0,4,63,0,0
1,113,106,17,106,106,106,4,3,46,56,0,0,0,14,1,2002,6,0,723,0,1,621,1300106,194,0,0,0,1,0,1,0,1,0,1,0,4,43,0,0
1,114,107,17,107,107,107,4,3,11,21,0,5,0,1,1,1502,2,0,724,0,2,0,1300107,194,0,0,0,1,4,34,1,459,0,1,0,4,34,0,0
1,115,108,17,108,108,108,4,3,38,48,0,7,0,3,1,2202,7,0,725,0,2,0,1300108,194,0,0,0,1,0,20,0,1,0,1,0,4,31,0,0
1,116,109,17,109,109,109,4,3,21,31,1,7,0,3,1,2202,7,0,726,0,2,0,1300109,194,0,0,4,65,4,65,0,1,0,1,0,4,65,0,0
1,117,110,17,110,110,110,4,3,45,55,0,12,0,8,1,1702,5,0,727,0,2,0,1300110,194,0,0,0,1,4,83,4,23,0,1,0,4,23,0,0
1,118,111,17,111,111,111,4,3,38,48,1,7,0,7,1,1502,2,0,728,0,2,0,1300111,194,0,0,0,1,1,459,4,64,0,1,0,4,64,0,0
1,119,112,17,112,112,112,4,3,21,31,0,5,0,3,1,2002,6,0,729,0,2,0,1300112,194,0,0,0,1,4,23,0,1,0,1,0,5,48,0,0
1,120,113,17,113,113,113,4,3,16,26,0,7,0,5,1,1702,5,0,730,0,2,0,1300113,194,0,0,0,1,1,190,0,1,0,1,0,4,91,0,0
1,121,114,17,114,114,114,4,3,23,33,1,19,0,11,1,2002,6,0,731,0,2,0,1300114,194,0,0,0,1,1,294,4,59,0,1,0,0,1,0,0
1,122,115,17,115,115,115,4,3,40,50,1,12,0,3,1,2202,7,0,732,0,2,0,1300115,194,0,0,0,1,0,1,0,1,0,1,0,4,31,0,0
1,123,116,21,116,116,116,4,3,33,43,1,12,0,14,1,2002,6,0,733,0,2,0,1300116,194,0,0,0,1,1,282,0,1,0,1,0,0,1,0,0
1,124,117,12,117,117,117,4,3,47,57,0,5,0,10,1,1502,2,0,734,0,2,0,1300117,194,0,0,0,1,4,68,0,0,0,1,0,0,1,0,0
1,125,118,21,118,118,118,4,3,33,43,1,12,0,4,1,1602,4,0,735,0,2,0,1300118,194,0,0,0,1,1,6,0,1,0,1,0,5,50,0,0
1,126,119,12,119,119,119,4,3,12,22,0,7,0,5,1,1602,4,0,736,0,2,0,1300119,194,0,0,0,1,4,74,0,1,0,1,0,4,74,0,0
1,127,120,17,120,120,120,4,3,21,31,0,0,0,16,1,1502,2,0,737,0,2,0,1300120,194,0,0,4,23,1,459,4,23,1,132,0,1,132,0,0
1,128,121,17,121,121,121,4,3,27,37,1,19,0,1,1,1702,5,0,738,0,2,0,1300121,194,0,0,0,1,4,81,0,1,0,1,0,4,81,0,0
1,129,122,17,122,122,122,4,3,37,47,1,17,0,3,1,2202,7,0,739,0,2,0,1300122,194,0,0,0,1,3,109,4,12,4,12,0,0,1,0,0
1,130,123,12,123,123,123,4,3,44,54,1,17,0,1,1,1602,4,0,740,0,2,0,1300123,194,0,0,0,1,4,98,4,34,0,1,0,4,34,0,0
1,131,124,17,124,124,124,4,3,44,54,0,19,0,14,1,2002,6,0,741,0,2,0,1300124,194,0,0,0,1,1,1,1,282,0,1,0,4,30,0,0
1,132,125,17,125,125,125,4,3,15,25,1,12,0,5,1,1502,2,0,742,0,2,0,1300125,194,0,0,4,36,1,99,4,36,0,1,0,4,36,0,0
1,133,126,17,126,126,126,4,3,25,35,1,17,0,3,1,2202,7,0,743,0,2,0,1300126,194,0,0,4,38,4,38,0,1,0,1,0,4,38,0,0
1,134,127,17,127,127,127,4,3,31,41,0,5,0,10,1,1602,4,0,744,0,2,0,1300127,194,0,0,4,63,1,1,0,1,0,1,0,4,63,0,0
1,135,128,17,128,128,128,4,3,39,49,1,19,0,1,1,1702,5,0,745,0,2,0,1300128,194,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1,136,129,17,129,129,129,4,3,48,58,1,5,0,1,1,2002,6,0,746,0,2,0,1300129,194,0,0,0,1,4,33,4,15,0,1,0,4,15,0,0
1,137,130,21,130,130,130,4,3,25,35,1,12,0,1,1,2002,6,0,747,0,2,0,1300130,194,0,0,0,1,1,282,0,1,0,1,0,5,56,0,0
1,138,131,17,131,131,131,4,3,14,24,1,12,0,9,1,1702,5,0,748,0,2,0,1300131,194,0,0,0,1,1,190,0,1,0,1,0,0,1,0,0
1,139,132,17,132,132,132,4,3,20,30,1,5,0,10,1,1502,2,0,749,0,2,0,1300132,194,0,0,0,1,1,459,4,68,0,1,0,0,1,0,0
1,140,133,17,133,133,133,4,3,29,39,1,0,0,17,1,2202,7,0,750,0,2,0,1300133,194,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1,141,134,21,134,134,134,4,3,35,45,1,0,0,3,1,2002,6,0,751,0,2,0,1300134,194,0,0,0,1,3,83,4,73,0,1,0,0,1,0,0
1,142,135,17,135,135,135,4,3,43,53,0,19,0,5,1,1602,4,0,752,0,2,0,1300135,194,0,0,0,1,3,247,4,83,1,47,0,4,83,0,0
1,143,136,17,136,136,136,4,3,29,39,1,17,0,15,1,2202,7,0,753,0,2,0,1300136,194,0,0,0,1,0,1,0,1,0,1,0,4,96,0,0
1,144,137,17,137,137,137,4,3,60,60,0,17,0,1,1,1502,2,0,754,0,2,0,1300137,194,0,0,0,1,4,78,4,58,0,1,0,4,58,0,0
1,145,138,17,138,138,138,4,3,60,60,1,7,0,3,1,2202,7,0,755,0,2,0,1300138,194,0,0,4,69,1,355,4,69,4,69,0,4,69,0,0
1,146,139,17,139,139,139,4,3,60,60,1,7,0,4,1,1602,4,0,756,0,2,0,1300139,194,0,0,0,1,3,130,4,83,1,1,0,4,83,0,0
1,147,140,17,140,140,140,4,3,60,60,1,12,0,1,1,1502,2,0,757,0,2,0,1300140,194,0,0,4,1,4,20,1,127,4,1,0,4,22,0,0
1,148,141,17,141,141,141,4,3,60,60,1,0,0,10,1,1502,2,0,758,0,2,0,1300141,194,0,0,0,1,4,36,0,1,0,1,0,4,36,0,0
1,149,142,17,142,142,142,4,3,60,60,1,19,0,5,1,1502,2,0,759,0,2,0,1300142,194,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1,150,143,17,143,143,143,4,3,60,60,1,19,0,5,1,1502,2,0,760,0,2,0,1300143,194,0,0,0,1,1,99,1,459,0,1,0,4,93,0,0
1,151,144,17,144,144,144,4,3,60,60,1,19,0,9,1,1702,5,0,761,0,2,0,1300144,194,0,0,0,1,4,81,0,1,0,1,0,0,1,0,0
1,152,145,17,145,145,145,4,3,60,60,1,5,0,3,1,2202,7,0,762,0,2,0,1300145,194,0,0,0,1,4,43,1,355,0,1,0,4,43,0,0
1,153,146,17,146,146,146,4,3,60,60,0,17,0,14,1,2002,6,0,763,0,2,0,1300146,194,0,0,0,1,1,329,4,50,0,1,0,4,50,0,0
1,154,147,12,147,147,147,4,3,60,60,0,12,0,5,1,1702,5,0,764,0,2,0,1300147,194,0,0,0,1,1,190,0,1,0,1,0,4,23,0,0
1,155,148,21,148,148,148,4,3,60,60,1,17,0,11,1,1702,5,0,765,0,2,0,1300148,194,0,0,0,1,4,81,4,58,0,1,0,0,1,0,0
1,156,149,12,149,149,149,4,3,60,60,1,0,0,18,1,1502,2,0,766,0,2,0,1300149,194,0,0,0,1,4,52,4,68,0,1,0,4,52,0,0
1,157,150,12,150,150,150,4,3,60,60,1,12,0,1,1,1702,5,0,767,0,2,0,1300150,194,0,0,0,1,4,66,0,1,0,1,0,4,66,0,0
1,158,151,21,151,151,151,4,3,60,60,1,12,0,10,1,1602,4,0,768,0,2,0,1300151,194,0,0,0,1,4,95,4,34,4,98,0,4,95,0,0
1,159,152,17,152,152,152,4,3,60,60,0,12,0,3,1,2202,7,0,769,0,2,0,1300152,194,0,0,0,1,0,1,0,1,0,1,0,5,60,0,0
1,160,153,12,153,153,153,4,3,60,60,1,7,0,3,1,2002,6,0,770,0,2,0,1300153,194,0,0,0,1,0,1,0,1,0,1,0,4,24,0,0
1,161,154,12,154,154,154,4,3,60,60,1,12,0,8,1,1702,5,0,771,0,2,0,1300154,194,0,0,0,1,1,200,4,60,4,68,0,4,60,0,0
1,162,155,17,155,155,155,4,3,60,60,1,7,0,11,1,2002,6,0,772,0,2,0,1300155,194,0,0,0,1,4,16,0,1,0,1,0,4,16,0,0
1,163,156,17,156,156,156,4,3,60,60,1,0,0,12,1,2202,7,0,773,0,1,807,1300156,194,0,0,4,18,4,77,1,355,4,18,0,4,18,0,0
1,164,157,17,157,157,157,4,3,19,29,0,5,0,1,1,1602,4,0,774,0,2,0,1300157,194,0,0,0,1,4,63,0,1,0,1,0,4,63,0,0
1,165,158,12,158,158,158,4,3,28,38,1,17,0,5,1,1502,2,0,775,0,2,0,1300158,194,0,0,0,1,4,42,0,1,0,1,0,4,42,0,0
1,166,159,17,159,159,159,4,3,38,48,1,19,0,13,1,1602,4,0,776,0,2,0,1300159,194,0,0,0,1,1,1,4,61,0,1,0,4,61,0,0
1,167,160,17,160,160,160,4,3,44,54,1,12,0,3,1,2202,7,0,777,0,2,0,1300160,194,0,0,0,1,4,87,4,67,0,1,0,4,67,0,0
