ID {2},Title {2},Description {2},StatsID {2},Count {3},Type {1},sortID {2},Disp {1},HideGoal {1},Unlock {1},Title_replace_ms {1},Title_replace_id {2},Desc_replace_ms {1},Desc_replace_id {2}
73,149,1060,563,40,0,1740,1,1,0,0,0,0,0
74,150,1061,546,10,0,1601,1,0,0,0,0,0,0
75,151,1062,546,100,0,1602,1,0,0,0,0,0,0
76,152,1063,546,200,0,1603,1,0,0,0,0,0,0
77,153,1064,130,1,0,1900,1,2,0,0,0,0,0
78,154,1065,571,1,0,2000,1,0,0,0,0,0,0
79,155,1066,571,100,0,2010,1,0,0,0,0,0,0
80,156,1067,571,500,0,2020,1,0,0,0,0,0,0
81,157,1068,571,1000,0,2030,1,0,0,0,0,0,0
82,158,1069,274,1,0,2100,0,2,0,0,0,0,0
83,159,1070,275,1,0,2101,0,2,0,0,0,0,0
84,160,1071,276,1,0,2102,0,2,0,0,0,0,0
85,161,1072,277,1,0,2103,0,2,0,0,0,0,0
86,162,1073,278,1,0,2104,0,2,0,0,0,0,0
87,163,1074,279,1,0,2105,0,2,0,0,0,0,0
88,164,1075,280,1,0,2106,0,2,0,0,0,0,0
89,165,1076,281,1,0,2107,0,2,0,0,0,0,0
90,166,1077,282,1,0,2108,0,2,0,0,0,0,0
91,167,1078,283,1,0,2109,0,2,0,0,0,0,0
92,168,1079,284,1,0,2110,0,2,0,0,0,0,0
93,169,1080,285,1,0,2111,0,2,0,0,0,0,0
94,170,1081,286,1,0,2112,0,2,0,0,0,0,0
95,172,1083,559,1,2,3699,1,0,0,0,0,0,0
96,173,1084,560,100,2,21500,1,0,0,0,0,0,0
97,174,1085,560,300,2,21510,1,0,0,0,0,0,0
98,175,1086,561,1,2,3998,1,0,0,0,0,0,0
99,176,1087,561,50,2,3999,0,0,0,0,0,0,0
100,177,1088,287,1,0,2113,0,2,0,0,0,0,0
101,178,1089,288,1,0,2114,0,2,0,0,0,0,0
102,179,1090,289,1,0,2115,0,2,0,0,0,0,0
103,180,1091,293,1,0,2116,0,2,0,0,0,0,0
104,181,1092,294,1,0,2117,0,2,0,0,0,0,0
105,182,1093,295,1,0,2118,0,2,0,0,0,0,0
106,183,1094,296,1,0,2119,0,2,0,0,0,0,0
107,193,1104,825,20,0,2600,1,0,0,0,0,0,0
108,194,1105,131,1,0,2700,1,2,0,0,0,0,0
109,195,1106,132,1,0,2801,1,2,0,0,0,0,0
110,196,1107,133,1,0,2802,1,2,0,0,0,0,0
111,197,1108,134,1,0,2803,1,2,0,0,0,0,0
112,198,1109,135,1,0,2804,1,2,0,0,0,0,0
113,199,1110,136,1,0,2805,1,2,0,0,0,0,0
114,200,1111,137,1,0,2806,1,2,0,0,0,0,0
115,201,1112,138,1,0,2807,1,2,0,0,0,0,0
116,202,1113,139,1,0,2808,1,2,0,0,0,0,0
117,203,1114,140,1,0,2809,1,2,0,0,0,0,0
118,204,1115,141,1,0,2810,1,2,0,0,0,0,0
119,205,1116,142,1,0,2811,1,2,0,0,0,0,0
120,206,1117,143,1,0,2812,1,2,0,0,0,0,0
121,207,1118,144,1,0,2813,1,2,0,0,0,0,0
122,208,1119,145,1,0,2814,1,2,0,0,0,0,0
123,209,1120,146,1,0,2815,1,2,0,0,0,0,0
124,210,1121,147,1,0,2816,1,2,0,0,0,0,0
125,211,1122,148,1,0,2817,1,2,0,0,0,0,0
126,212,1123,149,1,0,2818,1,2,0,0,0,0,0
127,213,1124,150,1,0,2819,1,2,0,0,0,0,0
128,214,1125,151,1,0,2820,1,2,0,0,0,0,0
129,215,1126,335,1,0,2900,1,2,0,0,0,0,0
130,216,1127,336,1,0,2910,1,2,0,0,0,0,0
131,217,1128,337,1,0,2920,1,2,0,0,0,0,0
132,218,1129,152,1,0,3000,1,2,0,0,0,0,0
133,219,1130,153,1,0,3010,1,2,0,0,0,0,0
134,220,1131,154,1,0,3020,1,2,0,0,0,0,0
135,221,1132,155,1,0,3030,1,2,0,0,0,0,0
136,222,1133,156,1,0,3040,1,2,0,0,0,0,0
137,223,1134,157,1,0,3050,1,2,0,0,0,0,0
138,224,1135,158,1,0,3060,1,2,0,0,0,0,0
139,225,1136,159,1,0,3070,1,2,0,0,0,0,0
140,226,1137,160,1,0,3080,1,2,0,0,0,0,0
141,227,1138,161,1,0,3090,1,2,0,0,0,0,0
142,228,1139,163,1,0,3100,1,2,0,0,0,0,0
143,229,1140,173,1,0,3101,1,2,0,0,0,0,0
144,230,1141,166,1,0,3102,1,2,0,0,0,0,0
145,231,1142,164,1,0,3103,1,2,0,0,0,0,0
146,232,1143,168,1,0,3104,1,2,0,0,0,0,0
147,233,1144,162,1,0,3105,1,2,0,0,0,0,0
148,234,1145,172,1,0,3106,1,2,0,0,0,0,0
149,238,1149,167,1,0,3110,1,2,0,0,0,0,0
150,239,1150,171,1,0,3111,1,2,0,0,0,0,0
151,240,1151,174,1,0,3112,1,2,0,0,0,0,0
152,242,1153,176,1,0,3114,1,2,0,0,0,0,0
153,243,1154,177,1,0,3115,1,2,0,0,0,0,0
154,244,1155,188,1,0,3200,1,2,0,0,0,0,0
155,245,1156,189,1,0,3201,1,2,0,0,0,0,0
156,246,1157,179,1,0,3202,1,2,0,0,0,0,0
157,247,1158,191,1,0,3203,1,2,0,0,0,0,0
158,248,1159,182,1,0,3204,1,2,0,0,0,0,0
159,250,1161,184,1,0,3206,1,2,0,0,0,0,0
160,251,1162,178,1,0,3207,1,2,0,0,0,0,0
161,252,1163,190,1,0,3208,1,2,0,0,0,0,0
162,256,1167,183,1,0,3212,1,2,0,0,0,0,0
163,257,1168,187,1,0,3213,1,2,0,0,0,0,0
164,258,1169,192,1,0,3214,1,2,0,0,0,0,0
165,260,1171,194,1,0,3216,1,2,0,0,0,0,0
166,261,1172,195,1,0,3217,1,2,0,0,0,0,0
167,262,1173,796,20,0,3496,1,2,0,0,0,0,0
168,263,1174,796,30,0,3497,1,2,0,0,0,0,0
169,264,1175,796,40,0,3498,1,2,0,0,0,0,0
170,265,1176,796,50,0,3499,1,2,0,0,0,0,0
171,266,1177,229,1,0,3400,1,2,0,0,0,0,0
172,267,1178,230,1,0,3401,1,2,0,0,0,0,0
173,268,1179,220,1,0,3402,1,2,0,0,0,0,0
174,269,1180,232,1,0,3403,1,2,0,0,0,0,0
175,270,1181,223,1,0,3404,1,2,0,0,0,0,0
176,272,1183,225,1,0,3406,1,2,0,0,0,0,0
177,273,1184,219,1,0,3407,1,2,0,0,0,0,0
178,274,1185,231,1,0,3408,1,2,0,0,0,0,0
179,278,1189,224,1,0,3412,1,2,0,0,0,0,0
180,279,1190,228,1,0,3413,1,2,0,0,0,0,0
181,280,1191,233,1,0,3414,1,2,0,0,0,0,0
182,282,1193,235,1,0,3416,1,2,0,0,0,0,0
183,283,1194,236,1,0,3417,1,2,0,0,0,0,0
184,284,1195,676,1,0,3500,1,0,0,0,0,0,0
185,285,1196,676,10,0,3510,1,0,0,0,0,0,0
186,286,1197,676,50,0,3520,1,0,0,0,0,0,0
187,287,1198,676,100,0,3530,1,0,0,0,0,0,0
188,288,1199,676,500,0,3540,1,0,0,0,0,0,0
189,289,1200,676,1000,0,3550,1,0,0,0,0,0,0
190,290,1201,677,1,0,3600,1,0,0,0,0,0,0
191,291,1202,677,50,0,3610,1,0,0,0,0,0,0
192,292,1203,677,100,0,3620,1,0,0,0,0,0,0
193,293,1204,677,200,0,3630,1,1,0,0,0,0,0
194,294,1219,559,5,2,3700,1,0,0,0,0,0,0
195,295,1220,559,10,2,3710,1,0,0,0,0,0,0
196,296,1221,559,20,2,3720,1,0,0,0,0,0,0
197,297,1222,688,1,2,3800,1,0,0,0,0,0,0
198,298,1223,688,10,2,3810,1,0,0,0,0,0,0
199,299,1224,688,50,2,3820,1,0,0,0,0,0,0
200,300,1225,688,100,2,3830,1,0,0,0,0,0,0
201,301,1226,569,1,2,3900,1,0,0,0,0,0,0
202,302,1227,569,3,2,3910,1,0,0,0,0,0,0
203,303,1228,569,3,2,3920,0,0,0,0,0,0,0
204,304,1229,569,50,2,3930,0,0,0,0,0,0,0
205,305,1230,570,1,2,3940,1,0,0,0,0,0,0
206,306,1231,570,10,2,3950,1,0,0,0,0,0,0
207,307,1232,570,50,2,3960,1,0,0,0,0,0,0
208,308,1233,570,100,2,3970,1,0,0,0,0,0,0
209,309,1234,561,100,2,4000,0,0,0,0,0,0,0
210,310,1235,561,500,2,4010,0,0,0,0,0,0,0
211,311,1236,686,1,2,4020,0,0,0,0,0,0,0
212,312,1237,686,5,2,4030,0,0,0,0,0,0,0
213,313,1238,686,10,2,4040,0,0,0,0,0,0,0
214,314,1239,686,50,2,4050,0,0,0,0,0,0,0
215,315,1240,687,1,2,4100,1,0,0,0,0,0,0
216,316,1241,687,50,2,4110,0,0,0,0,0,0,0
217,317,1242,687,100,2,4120,0,0,0,0,0,0,0
218,318,1243,687,500,2,4130,0,0,0,0,0,0,0
219,319,1244,574,10,2,4200,1,0,0,0,0,0,0
220,320,1245,574,50,2,4210,1,0,0,0,0,0,0
221,321,1246,574,100,2,4220,1,0,0,0,0,0,0
222,322,1247,560,500,2,21520,1,0,0,0,0,0,0
223,323,1248,560,748,2,21530,1,1,0,0,0,0,0
224,324,1249,788,2,2,4300,1,0,0,0,0,0,0
225,325,1250,788,4,2,4310,1,0,0,0,0,0,0
226,326,1251,788,5,2,4320,1,0,0,0,0,0,0
227,327,1252,789,2,2,4400,1,0,0,0,0,0,0
228,328,1253,789,4,2,4510,1,0,0,0,0,0,0
229,329,1254,789,5,2,4520,1,0,0,0,0,0,0
230,330,1255,791,2,2,4600,1,0,0,0,0,0,0
231,331,1256,791,4,2,4610,1,0,0,0,0,0,0
232,332,1257,791,5,2,4620,1,0,0,0,0,0,0
233,333,1258,790,2,2,4700,1,0,0,0,0,0,0
234,334,1259,790,4,2,4710,1,0,0,0,0,0,0
235,335,1260,790,5,2,4720,1,0,0,0,0,0,0
236,336,1261,792,2,2,4800,1,0,0,0,0,0,0
237,337,1262,792,4,2,4810,1,0,0,0,0,0,0
238,338,1263,792,5,2,4820,1,0,0,0,0,0,0
239,339,1264,793,2,2,4900,1,0,0,0,0,0,0
240,340,1265,793,4,2,4910,1,0,0,0,0,0,0
241,341,1266,793,5,2,4920,1,0,0,0,0,0,0
242,342,1267,794,2,2,5000,1,0,0,0,0,0,0
243,343,1268,794,4,2,5010,1,0,0,0,0,0,0
244,344,1269,794,5,2,5020,1,0,0,0,0,0,0
245,345,1270,795,2,2,5100,1,0,0,0,0,0,0
246,346,1271,795,4,2,5110,1,0,0,0,0,0,0
247,347,1272,795,5,2,5120,1,0,0,0,0,0,0
248,348,1273,575,10,2,5200,1,0,0,0,0,0,0
249,349,1274,575,50,2,5210,1,0,0,0,0,0,0
250,350,1275,575,100,2,5220,1,0,0,0,0,0,0
251,351,1276,575,200,2,5230,1,0,0,0,0,0,0
252,352,1277,575,300,2,5240,1,1,0,0,0,0,0
253,353,1278,576,10,2,5300,1,0,0,0,0,0,0
254,354,1279,576,50,2,5310,1,0,0,0,0,0,0
255,355,1280,576,100,2,5320,1,0,0,0,0,0,0
256,356,1281,576,200,2,5330,1,0,0,0,0,0,0
257,357,1282,576,300,2,5340,1,1,0,0,0,0,0
258,358,1283,577,10,2,5400,1,0,0,0,0,0,0
259,359,1284,577,50,2,5410,1,0,0,0,0,0,0
260,360,1285,577,100,2,5420,1,0,0,0,0,0,0
261,361,1286,583,1,2,5500,1,0,0,0,0,0,0
262,362,1287,583,30,2,5510,1,0,0,0,0,0,0
263,363,1288,583,100,2,5520,1,0,0,0,0,0,0
264,364,1289,584,50,2,5600,1,0,0,0,0,0,0
265,365,1290,584,100,2,5610,1,0,0,0,0,0,0
266,366,1291,584,453,2,5620,1,1,0,0,0,0,0
267,367,1292,585,1,2,5700,1,0,0,0,0,0,0
268,368,1293,585,3,2,5710,1,0,0,0,0,0,0
269,369,1294,585,5,2,5720,1,0,0,0,0,0,0
270,370,1295,218,1,2,5800,1,2,0,0,0,0,0
271,371,1359,662,20,2,5900,1,0,0,0,0,0,0
272,372,1360,662,60,2,5910,1,0,0,0,0,0,0
273,373,1361,662,100,2,5920,1,1,0,0,0,0,0
274,374,1362,548,10,2,6000,1,0,0,0,0,0,0
275,375,1363,548,50,2,6010,1,0,0,0,0,0,0
276,376,1364,548,70,2,6020,1,1,0,0,0,0,0
277,377,1365,663,5,2,6100,1,0,0,0,0,0,0
278,378,1366,663,15,2,6110,1,0,0,0,0,0,0
279,379,1367,663,30,2,6120,1,1,0,0,0,0,0
280,380,1368,664,1,2,6200,1,2,0,1,99,1,99
281,381,1369,665,1,2,6210,1,2,0,1,1,1,1
282,382,1370,666,1,2,6220,1,2,0,1,190,1,190
283,383,1371,667,1,2,6230,1,2,0,1,355,1,355
284,384,1372,668,1,2,6240,1,2,0,1,282,1,282
285,385,1373,669,1,2,6250,1,2,0,1,459,1,459
286,386,1374,271,1,2,6301,1,2,0,1,63,1,63
287,387,1375,299,1,2,6302,1,2,0,1,101,1,101
288,388,1376,300,1,2,6303,1,2,0,1,108,1,108
289,389,1377,301,1,2,6304,1,2,0,1,124,1,124
290,390,1378,302,1,2,6305,1,2,0,1,180,1,180
291,391,1379,303,1,2,6306,1,2,0,1,7,1,7
292,392,1380,304,1,2,6307,1,2,0,1,21,1,21
293,393,1381,305,1,2,6308,1,2,0,1,42,1,42
294,394,1382,306,1,2,6309,1,2,0,1,48,1,48
295,395,1383,307,1,2,6310,1,2,0,1,57,1,57
296,396,1384,308,1,2,6311,1,2,0,1,202,1,202
297,397,1385,309,1,2,6312,1,2,0,1,207,1,207
298,398,1386,310,1,2,6313,1,2,0,1,208,1,208
299,399,1387,311,1,2,6314,1,2,0,1,230,1,230
300,400,1388,312,1,2,6315,1,2,0,1,232,1,232
301,401,1389,313,1,2,6316,1,2,0,1,393,1,393
302,402,1390,314,1,2,6317,1,2,0,1,395,1,395
303,403,1391,315,1,2,6318,1,2,0,1,399,1,399
304,404,1392,316,1,2,6319,1,2,0,1,402,1,402
305,405,1393,317,1,2,6320,1,2,0,1,403,1,403
306,406,1394,318,1,2,6321,1,2,0,1,301,1,301
307,407,1395,319,1,2,6322,1,2,0,1,307,1,307
308,408,1396,320,1,2,6323,1,2,0,1,316,1,316
309,409,1397,321,1,2,6326,1,2,0,1,115,1,115
310,410,1398,322,1,2,6327,1,2,0,1,141,1,141
311,411,1399,323,1,2,6328,1,2,0,1,13,1,13
312,412,1400,324,1,2,6329,1,2,0,1,26,1,26
313,413,1401,325,1,2,6330,1,2,0,1,28,1,28
314,414,1402,326,1,2,6331,1,2,0,1,198,1,198
315,415,1403,327,1,2,6332,1,2,0,1,203,1,203
316,416,1404,328,1,2,6333,1,2,0,1,226,1,226
317,417,1405,329,1,2,6334,1,2,0,1,238,1,238
318,418,1406,330,1,2,6335,1,2,0,1,366,1,366
319,419,1407,331,1,2,6336,1,2,0,1,398,1,398
320,420,1408,332,1,2,6337,1,2,0,1,299,1,299
321,421,1409,333,1,2,6338,1,2,0,1,318,1,318
322,422,1410,801,20,2,6400,1,0,0,1,99,1,99
323,423,1411,801,40,2,6410,1,0,0,1,99,1,99
324,424,1412,801,60,2,6420,1,0,0,1,99,1,99
325,425,1413,801,80,2,6430,1,0,0,1,99,1,99
326,426,1414,801,100,2,6440,1,0,0,1,99,1,99
327,427,1415,802,20,2,6500,1,0,0,1,1,1,1
328,428,1416,802,40,2,6510,1,0,0,1,1,1,1
329,429,1417,802,60,2,6520,1,0,0,1,1,1,1
330,430,1418,802,80,2,6530,1,0,0,1,1,1,1
331,431,1419,802,100,2,6540,1,0,0,1,1,1,1
332,432,1420,803,20,2,6600,1,0,0,1,190,1,190
333,433,1421,803,40,2,6610,1,0,0,1,190,1,190
334,434,1422,803,60,2,6620,1,0,0,1,190,1,190
335,435,1423,803,80,2,6630,1,0,0,1,190,1,190
336,436,1424,803,100,2,6640,1,0,0,1,190,1,190
337,437,1425,804,20,2,6700,1,0,0,1,355,1,355
338,438,1426,804,40,2,6710,1,0,0,1,355,1,355
339,439,1427,804,60,2,6720,1,0,0,1,355,1,355
340,440,1428,804,80,2,6730,1,0,0,1,355,1,355
341,441,1429,804,100,2,6740,1,0,0,1,355,1,355
342,442,1430,805,20,2,6800,1,0,0,1,282,1,282
343,443,1431,805,40,2,6810,1,0,0,1,282,1,282
344,444,1432,805,60,2,6820,1,0,0,1,282,1,282
345,445,1433,805,80,2,6830,1,0,0,1,282,1,282
346,446,1434,805,100,2,6840,1,0,0,1,282,1,282
347,447,1435,806,20,2,6900,1,0,0,1,515,1,515
348,448,1436,806,40,2,6910,1,0,0,1,515,1,515
349,449,1437,806,60,2,6920,1,0,0,1,515,1,515
350,450,1438,806,80,2,6930,1,0,0,1,515,1,515
351,451,1439,806,100,2,6940,1,0,0,1,515,1,515
352,452,1440,807,20,2,7000,1,0,0,1,514,1,514
353,453,1441,807,40,2,7010,1,0,0,1,514,1,514
354,454,1442,807,60,2,7020,1,0,0,1,514,1,514
355,455,1443,807,80,2,7030,1,0,0,1,514,1,514
356,456,1444,807,100,2,7040,1,0,0,1,514,1,514
357,457,1445,808,20,2,7100,1,0,0,1,517,1,517
358,458,1446,808,40,2,7110,1,0,0,1,517,1,517
359,459,1447,808,60,2,7120,1,0,0,1,517,1,517
360,460,1448,808,80,2,7130,1,0,0,1,517,1,517
361,461,1449,808,100,2,7140,1,0,0,1,517,1,517
362,462,1450,809,20,2,7200,1,0,0,1,518,1,518
363,463,1451,809,40,2,7210,1,0,0,1,518,1,518
364,464,1452,809,60,2,7220,1,0,0,1,518,1,518
365,465,1453,809,80,2,7230,1,0,0,1,518,1,518
366,466,1454,809,100,2,7240,1,0,0,1,518,1,518
367,467,1455,810,20,2,7300,1,0,0,1,516,1,516
368,468,1456,810,40,2,7310,1,0,0,1,516,1,516
369,469,1457,810,60,2,7320,1,0,0,1,516,1,516
370,470,1458,810,80,2,7330,1,0,0,1,516,1,516
371,471,1459,810,100,2,7340,1,0,0,1,516,1,516
372,472,1460,811,20,2,7400,1,0,0,1,523,1,523
373,473,1461,811,40,2,7410,1,0,0,1,523,1,523
374,474,1462,811,60,2,7420,1,0,0,1,523,1,523
375,475,1463,811,80,2,7430,1,0,0,1,523,1,523
376,476,1464,811,100,2,7440,1,0,0,1,523,1,523
377,477,1465,267,1,2,7500,1,2,0,0,0,0,0
378,478,1466,550,1,2,7600,1,0,0,0,0,0,0
379,479,1467,550,500,2,7610,1,0,0,0,0,0,0
380,480,1468,550,1000,2,7620,1,0,0,0,0,0,0
381,481,1469,550,2000,2,7630,1,0,0,0,0,0,0
382,482,1470,578,1,2,7700,1,2,0,0,0,0,0
383,483,1471,579,1,2,7710,1,2,0,0,0,0,0
384,484,1472,580,1,2,7720,1,0,0,0,0,0,0
385,485,1473,580,25,2,7730,1,0,0,0,0,0,0
386,486,1474,581,1,2,7740,1,0,0,0,0,0,0
387,487,1475,581,5,2,7750,1,0,0,0,0,0,0
388,488,1476,581,10,2,7760,1,0,0,0,0,0,0
389,489,1477,582,1,2,7770,1,0,0,0,0,0,0
390,490,1478,582,5,2,7780,1,0,0,0,0,0,0
391,491,1479,197,1,2,7790,1,2,0,0,0,0,0
392,492,1480,549,1,2,7800,1,0,0,0,0,0,0
393,493,1481,549,100,2,7810,1,0,0,0,0,0,0
394,494,1482,549,250,2,7820,1,0,0,0,0,0,0
395,495,1483,549,500,2,7830,1,1,0,0,0,0,0
396,496,1484,798,2,2,7900,1,2,0,0,0,0,0
397,497,1485,799,2,2,7910,1,2,0,0,0,0,0
398,498,1486,800,2,2,7920,1,2,0,0,0,0,0
399,499,1487,266,1,2,7930,1,2,0,0,0,0,0
400,500,1488,689,100,2,8000,1,0,0,0,0,0,0
401,501,1489,689,300,2,8010,1,0,0,0,0,0,0
402,502,1490,689,600,2,8020,1,0,0,0,0,0,0
403,503,1491,670,30,2,8100,1,0,0,0,0,0,0
404,504,1492,670,50,2,8110,1,0,0,0,0,0,0
405,505,1493,670,104,2,8120,1,1,0,0,0,0,0
406,506,1494,268,1,2,8200,1,2,0,0,0,0,0
407,507,1495,269,1,2,8210,1,2,0,0,0,0,0
408,508,1496,270,1,2,8220,1,2,0,0,0,0,0
409,509,1497,672,300000,2,8300,1,0,0,0,0,0,0
410,510,1498,672,1000000,2,8310,1,0,0,0,0,0,0
411,511,1499,672,3000000,2,8320,1,0,0,0,0,0,0
412,512,1500,673,10000,2,8400,1,0,0,0,0,0,0
413,513,1501,673,100000,2,8410,1,0,0,0,0,0,0
414,514,1502,673,1000000,2,8420,1,0,0,0,0,0,0
415,515,1503,675,1,2,8500,1,0,0,0,0,0,0
416,516,1504,675,100,2,8510,1,0,0,0,0,0,0
417,517,1505,675,500,2,8520,1,0,0,0,0,0,0
418,518,1506,675,1000,2,8530,1,0,0,0,0,0,0
419,519,1507,671,1,2,8600,1,0,0,0,0,0,0
420,520,1508,671,100,2,8610,1,0,0,0,0,0,0
421,521,1509,674,100,2,8700,1,0,0,0,0,0,0
422,522,1510,674,300,2,8710,1,0,0,0,0,0,0
423,523,1511,690,1,2,8800,1,0,0,0,0,0,0
424,524,1512,690,4,2,8810,1,0,0,0,0,0,0
425,525,1513,690,30,2,8820,1,0,0,0,0,0,0
426,526,1514,547,1,2,8900,1,2,0,0,0,0,0
427,527,1515,552,1,2,9000,1,2,0,0,0,0,0
428,531,1519,786,100000,2,9300,1,0,0,0,0,0,0
429,532,1520,786,1000000,2,9310,1,0,0,0,0,0,0
430,533,1521,786,10000000,2,9320,1,0,0,0,0,0,0
431,534,1522,691,50000,2,9400,1,0,0,0,0,0,0
432,535,1523,691,500000,2,9410,1,0,0,0,0,0,0
433,536,1524,691,5000000,2,9420,1,0,0,0,0,0,0
434,537,1525,692,1,2,9500,1,0,0,0,0,0,0
435,538,1526,692,50,2,9510,1,0,0,0,0,0,0
436,539,1527,692,777,2,9520,1,0,0,0,0,0,0
437,540,1528,568,1,2,9600,1,2,0,0,0,0,0
438,541,1529,196,1,2,9700,1,2,0,0,0,0,0
439,544,1533,784,2,2,9900,1,0,0,0,0,0,0
440,545,1534,784,10,2,9910,1,0,0,0,0,0,0
441,546,1535,785,10000,2,10000,0,0,0,0,0,0,0
442,547,1536,785,50000,2,10010,0,0,0,0,0,0,0
443,548,1537,785,200000,2,10020,0,0,0,0,0,0,0
444,549,1538,567,20,2,10100,1,0,0,0,0,0,0
445,550,1539,567,100,2,10110,1,0,0,0,0,0,0
446,551,1540,567,500,2,10120,1,0,0,0,0,0,0
447,552,1541,702,100,2,10200,1,0,0,0,0,0,0
448,553,1542,703,100,2,10210,1,0,0,0,0,0,0
449,554,1543,704,100,2,10220,1,0,0,0,0,0,0
450,1895,1896,334,1,2,6339,1,2,0,1,62,1,62
451,1897,1902,341,1,2,6325,1,2,0,1,587,1,587
452,1898,1903,342,1,2,6340,1,2,0,1,588,1,588
453,1899,1904,343,1,2,6341,1,2,0,1,589,1,589
454,1900,1905,344,1,2,6342,1,2,0,1,590,1,590
455,1901,1906,345,1,2,6343,1,2,0,1,591,1,591
456,559,1544,256,1,1,10300,1,2,0,0,0,0,0
457,560,1545,680,1,1,10400,1,0,0,0,0,0,0
458,561,1546,680,10,1,10410,1,0,0,0,0,0,0
459,562,1547,680,100,1,10420,1,0,0,0,0,0,0
460,563,1548,680,300,1,10430,1,0,0,0,0,0,0
461,564,1549,257,1,1,10500,1,2,0,0,0,0,0
