quest_name {7},quest_title {2},category {1},name {2},area {2},summary {2},GameCondition {2},Difficulty {1},ClearCheckflg {2},ArrivalCheckflg {2},HexCondition {2},OrderCond {2},OrderID {2},balloonCond {2},balloonNpc {2},waitComp {2},result_text_a {2},result_text_b {2},reward_disp {1},sortID {2},itemset_id_1 {2},itemset_id_2 {2},consent {2},window_disp {1},prt_quest_id {2},flg_type_a {2},flg_type_b {2},task_id {2},cancel_count {1},dead_count {2},next_quest_a {2},ScriptA {7},next_quest_b {2},ScriptB {7},quest_report {2}
,269,2,59,16,270,0,0,0,0,0,0,0,769,59,0,271,272,1,5,19,20,1,1,0,308,0,0,0,0,117,,0,,19
010801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,616,94,0,0,118,,0,,0
010802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,617,95,1,0,119,,10001,,0
010803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,618,96,0,0,120,,0,,0
010804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,619,97,0,0,10000,,0,,0
,278,2,59,2,279,0,0,0,0,0,0,0,111,59,0,280,281,1,0,21,0,1,1,0,309,0,0,0,0,122,,0,,20
010901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,620,98,0,0,123,,0,,0
010902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,621,99,1,0,124,,0,,0
010903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,622,100,0,0,10000,,10000,,0
,1384,2,105,7,1385,0,0,0,0,0,0,0,1834,105,0,1386,0,1,0,22,0,0,1,0,310,0,0,0,0,126,,0,,21
011001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,1264,101,0,0,127,,0,,0
011002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,1265,102,0,0,128,,0,,0
011003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,1266,103,0,0,10000,,0,,0
,1186,2,115,4,1187,0,0,0,0,0,0,0,1140,115,0,1188,0,1,6,23,0,1,1,0,311,0,0,0,0,130,,0,,22
011101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,1018,104,0,0,131,,0,,0
011102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,1019,105,0,0,132,,0,,0
011103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,1020,106,1,0,133,,0,,0
011104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,1021,107,0,0,10000,,0,,0
,1194,2,190,13,1195,0,0,0,0,0,0,0,573,190,0,1196,0,1,7,24,0,1,1,0,312,0,0,0,0,135,,0,,23
011201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,1022,108,0,0,136,,0,,0
011202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,1023,109,0,0,137,,0,,0
011203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,1024,110,0,0,138,,0,,0
011204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,1025,111,0,0,10000,,0,,0
,1202,2,191,5,1203,0,0,0,0,0,0,0,1148,191,0,1204,0,0,0,25,0,1,1,0,313,0,0,0,0,140,,0,,24
011301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,1026,112,0,0,141,,0,,0
011302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,1027,113,0,0,10000,,0,,0
,1209,2,191,5,1210,0,0,0,0,0,0,0,1150,191,0,1211,1212,1,0,26,26,1,1,0,314,0,0,0,0,143,,0,,25
011401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,1028,114,0,0,144,,0,,0
011402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,1029,115,0,0,1643,,0,,0
,286,2,25,16,287,0,0,0,0,0,0,0,116,25,0,288,0,1,8,27,0,1,1,0,315,0,0,0,0,146,,0,,26
011501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,623,116,0,0,147,,0,,0
011502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,624,117,0,0,10000,,0,,0
,1393,2,26,6,1394,0,0,0,0,0,0,0,0,0,0,1395,0,0,0,28,0,0,1,0,316,0,0,0,0,149,,0,,27
011701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,1111,118,0,0,150,,0,,0
011702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,1112,119,0,0,152,,0,,0
011703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,,0,,0
011704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,1114,121,0,0,153,,0,,0
011705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,1859,122,0,0,10000,,0,,0
,1277,2,26,4,1278,0,0,0,0,0,0,0,1218,26,0,1279,0,0,9,29,0,1,1,0,318,0,0,0,0,155,,0,,28
012001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,1030,123,0,0,156,,0,,0
012002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,1031,124,0,0,157,,0,,0
012003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,1032,125,0,0,158,,0,,0
012004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,1033,126,0,0,159,,0,,0
012005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,1034,127,0,0,10000,,0,,0
,1350,2,26,5,1351,0,0,0,0,0,0,0,1329,26,0,1352,0,0,10,30,0,0,1,0,319,0,0,0,0,161,,0,,29
012101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,1101,128,0,0,162,,0,,0
012102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,1102,129,0,0,163,,0,,0
012103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,1103,130,0,0,164,,0,,0
012104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,1104,131,0,0,10000,,0,,0
,1358,2,26,7,1359,0,0,0,0,0,0,0,1334,26,0,1360,0,0,11,31,0,1,1,0,320,0,0,0,0,166,,0,,30
012201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,1105,132,0,0,167,,0,,0
012202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,1106,133,0,0,168,,0,,0
012203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,1107,134,0,0,169,,0,,0
012204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,1108,135,0,0,170,,0,,0
012205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,1109,136,1,0,171,,0,,0
012206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,1110,137,0,0,10000,,0,,0
,312,2,92,13,313,0,0,0,0,0,0,0,6125,92,0,314,315,1,0,32,33,1,1,0,321,0,0,0,0,173,,0,,31
012401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,1035,138,0,0,174,,0,,0
012402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,1036,139,1,0,175,,0,,0
012403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,1037,140,0,0,176,,0,,0
012404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,1038,141,0,0,177,,0,,0
012405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,1039,142,0,0,178,,0,,0
012406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,1860,143,0,0,1626,,1628,,0
,293,2,80,15,294,0,0,0,0,0,0,0,599,80,0,295,296,0,12,34,35,1,1,0,325,0,0,0,0,180,,0,,32
013101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,625,148,0,0,181,,0,,0
013102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,626,149,0,0,182,,0,,0
013103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,627,150,0,0,183,,0,,0
013104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,628,151,0,0,184,,0,,0
013105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,629,152,0,0,185,,0,,0
013106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30350,0,0,0,0,0,0,0,0,179,0,630,153,0,0,186,qev013104.sb,0,,0
013107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,927,154,0,0,187,,189,,0
013108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,631,155,0,0,188,,0,,0
013109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,632,156,1,0,10000,,0,,0
013110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,633,157,0,0,0,,190,,0
013111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,634,158,1,0,0,,10001,,0
,1306,2,66,16,1307,0,0,0,0,0,0,0,4691,66,0,1308,1309,1,13,36,36,1,1,0,326,0,0,0,0,192,,0,,33
013201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,1448,159,0,0,193,,0,,0
