condition {1},pattern {1},quest_type1 {1},purpose1 {2},branch1 {1},purpose_log1 {2},purpose_exp1 {1},target1 {2},ProgressType1 {1},ProgressID1 {2},quest_type2 {1},purpose2 {2},branch2 {1},purpose_log2 {2},purpose_exp2 {1},target2 {2},ProgressType2 {1},ProgressID2 {2},quest_type3 {1},purpose3 {2},branch3 {1},purpose_log3 {2},purpose_exp3 {1},target3 {2},ProgressType3 {1},ProgressID3 {2}
0,2,1,23,0,102,1,18,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,107,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,4,0,108,1,20,2,4,2,5,0,109,1,20,2,5,0,0,0,0,0,0,0,0
0,2,1,0,0,111,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,7,0,112,1,24,2,7,2,8,0,113,1,24,2,8,2,9,0,114,1,24,2,9
0,2,1,20,0,115,1,27,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,3,0,120,1,28,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,121,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,10,0,122,1,30,2,10,2,11,0,123,1,30,2,11,2,12,0,124,1,30,2,12
0,2,2,13,0,125,1,31,2,13,2,14,0,126,1,31,2,14,2,15,0,127,1,31,2,15
0,1,1,143,0,128,1,32,4,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,133,1,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,902,0,134,1,109,1,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,16,0,135,2,110,2,16,2,17,0,135,3,111,2,17,2,18,0,135,3,112,2,18
1,2,2,19,0,136,2,110,2,19,2,20,0,136,3,111,2,20,2,21,0,136,3,112,2,21
1,2,2,22,0,137,2,110,2,22,2,23,0,137,3,111,2,23,2,24,0,137,3,112,2,24
0,2,1,0,0,138,1,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,139,1,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,25,0,140,1,115,2,25,2,26,0,141,1,116,2,26,2,27,0,142,1,117,2,27
0,2,1,20,0,143,1,118,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,148,1,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,28,0,149,1,120,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,31,0,152,1,123,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,20,0,153,1,124,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,14,0,158,1,125,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,33,0,160,1,126,2,33,2,34,0,161,1,0,2,34,0,0,0,0,0,0,0,0
0,2,2,35,0,162,1,129,2,35,2,36,0,163,1,0,2,36,2,37,0,164,1,0,2,37
0,2,1,0,0,165,1,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,38,0,166,1,133,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,20,0,167,1,134,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,172,1,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,39,0,173,1,105,2,39,2,40,0,174,1,106,2,40,0,0,0,0,0,0,0,0
0,2,2,41,0,175,1,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,42,0,176,1,514,2,42,2,43,0,177,1,515,2,43,0,0,0,0,0,0,0,0
0,2,1,0,0,179,1,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,45,0,180,1,138,2,45,2,46,0,181,1,139,2,46,0,0,0,0,0,0,0,0
0,2,1,162,0,182,1,140,4,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,28,0,187,1,141,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,188,1,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,47,0,189,1,143,2,47,2,48,0,190,1,1355,2,48,2,570,0,191,1,1356,2,570
0,2,2,49,0,192,1,145,2,49,2,50,0,193,1,146,2,50,0,0,0,0,0,0,0,0
0,2,1,0,0,194,1,147,4,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,199,1,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,200,1,149,2,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,52,0,201,1,150,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,206,1,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,207,1,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,208,1,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,53,0,209,1,152,2,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,210,1,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,54,0,211,1,154,2,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,20,0,212,1,155,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,175,0,217,1,196,4,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,218,1,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,219,1,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,220,1,199,2,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,56,0,221,1,200,2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,57,0,223,1,201,2,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,58,0,224,1,202,2,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,222,1,1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,225,1,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,9,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,70,0,247,1,33,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,96,0,266,1,34,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,10,0,267,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,96,0,268,1,36,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,60,0,252,1,37,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,11,0,257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,167,0,258,1,38,1,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,167,0,259,1,39,1,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,12,0,260,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,167,0,261,1,40,1,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,188,0,273,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,61,0,274,2,42,2,61,1,59,1,277,2,42,1,59,0,0,0,0,0,0,0,0
0,2,2,62,0,275,1,44,2,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,59,0,276,1,45,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,188,0,282,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,73,0,283,1,47,2,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,91,0,284,3,0,1,91,1,59,1,285,2,48,1,59,0,0,0,0,0,0,0,0
0,2,2,582,0,1388,1,1467,2,582,2,583,0,1389,1,1468,2,583,0,0,0,0,0,0,0,0
0,2,1,404,0,1391,1,1085,1,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,105,0,1392,1,1086,1,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,15,0,1190,1,215,5,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,115,0,1191,1,216,1,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,175,0,1192,1,217,2,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,115,0,1193,1,218,1,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,16,0,1198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,190,0,1199,1,219,1,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,17,0,1200,1,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,190,0,1201,1,221,1,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,18,0,1206,1,0,0,0,3,19,0,1207,1,0,0,0,0,0,0,0,0,0,0,0
0,2,1,191,0,1208,1,222,1,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,20,0,1213,1,0,0,0,3,21,0,1214,1,0,0,0,0,0,0,0,0,0,0,0
0,2,1,191,0,1215,1,228,1,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,17,5464,0,290,1,0,0,0,17,5465,0,291,1,0,0,0,0,0,0,0,0,0,0,0
0,2,1,25,0,292,1,49,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,303,0,1397,1,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,434,0,1398,1,0,0,0,2,558,0,1398,0,944,2,558,0,0,0,0,0,0,0,0
0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,26,0,1399,1,945,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,72,0,1400,1,946,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,25,0,1281,1,223,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,26,0,1282,1,224,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,26,0,1283,1,225,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,196,0,1284,1,226,2,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,26,0,1285,1,227,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,26,0,1354,1,537,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,26,0,1355,1,538,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,261,0,1356,1,539,2,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,26,0,1357,1,540,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,26,0,1362,1,0,0,0,3,27,0,1363,1,0,0,0,0,0,0,0,0,0,0,0
0,2,1,26,0,1364,1,557,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,261,0,1365,1,558,4,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,26,0,1366,1,559,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,265,0,1367,1,560,2,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,26,0,1368,1,561,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,316,1,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,112,0,317,1,230,2,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,76,0,318,1,231,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,427,0,319,1,0,0,0,3,428,0,320,1,0,0,0,0,0,0,0,0,0,0,0
0,2,1,155,0,321,1,232,1,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,4,242,0,322,2,229,4,242,1,0,1,323,3,0,0,0,0,0,0,0,0,0,0,0
0,2,1,155,0,324,1,232,1,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,92,0,325,1,233,1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,155,1,326,1,232,1,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,92,1,327,1,233,1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,80,0,297,1,50,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,86,0,298,1,51,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,63,0,299,1,52,2,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,86,0,300,1,53,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,189,0,301,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,64,0,302,1,55,2,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,303,0,0,0,0,1,0,1,308,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,214,0,304,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,65,0,305,1,1492,2,65,2,66,0,306,1,1492,2,66,2,67,0,307,1,1492,2,67
0,2,1,215,1,309,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,68,1,310,1,1493,2,68,2,69,1,311,1,1493,2,69,0,0,0,0,0,0,0,0
0,2,1,299,0,1310,1,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,66,0,1311,2,789,1,66,1,66,1,1311,3,0,0,0,0,0,0,0,0,0,0,0
0,2,1,82,0,1312,1,790,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,442,0,1313,1,791,2,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,82,0,1314,1,790,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,66,0,1315,1,789,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,258,0,1320,1,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,452,0,1321,1,899,2,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,78,0,1322,2,900,1,78,1,78,1,1322,3,0,0,0,0,0,0,0,0,0,0,0
0,2,1,82,0,1323,1,901,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,66,0,1324,1,902,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,66,0,1325,1,903,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,453,0,1326,1,904,2,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,66,0,1327,1,905,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,168,0,1328,1,906,1,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,407,1,1329,1,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,66,1,1330,1,908,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,66,1,1331,1,909,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,453,1,1332,1,910,2,453,2,618,1,1333,1,910,2,618,0,0,0,0,0,0,0,0
0,2,1,168,1,1334,1,911,1,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,153,0,332,1,61,1,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,30,0,333,1,0,0,0,3,31,0,334,1,0,0,0,0,0,0,0,0,0,0,0
0,2,1,153,0,335,1,64,1,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,153,0,336,1,65,1,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,74,0,337,1,66,2,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,153,0,338,1,67,1,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,153,0,339,1,68,1,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,75,0,340,1,69,2,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,240,0,341,1,70,1,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,215,0,346,1,206,1,215,1,217,0,347,1,207,1,217,1,241,0,348,1,208,1,241
0,2,1,57,0,349,1,209,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,191,0,350,2,210,1,57,1,191,1,350,3,210,0,0,0,0,0,0,0,0,0,0
1,2,1,57,0,351,2,211,1,57,1,57,1,352,3,211,1,57,0,0,0,0,0,0,0,0
0,2,2,76,1,353,1,212,2,76,2,77,1,354,1,212,2,77,0,0,0,0,0,0,0,0
1,2,1,57,0,1373,2,1189,1,57,1,262,1,1374,3,1189,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,525,0,1376,1,1190,2,525,2,526,0,1377,1,1190,2,526,2,527,0,1378,1,1190,2,527
0,2,1,150,0,1379,1,1191,1,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,525,1,1380,1,1190,2,525,2,526,1,1381,1,1190,2,526,2,527,1,1382,1,1190,2,527
0,2,1,150,1,1383,1,1191,1,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,476,0,1405,1,1192,0,0,3,477,0,1406,1,1193,0,0,3,478,0,1407,1,1194,0,0
0,2,1,263,0,1408,1,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,528,0,1409,1,1196,2,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,148,0,1410,1,1197,1,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,148,0,1411,0,0,0,0,1,148,0,1411,1,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,301,0,1416,1,1199,1,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,301,0,1417,1,1200,1,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,264,0,1418,1,1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,529,0,1419,1,1202,2,529,2,530,0,1420,1,1202,2,530,2,531,0,1421,1,1202,2,531
0,2,1,150,0,1422,1,1203,1,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,359,1,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,360,1,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,80,0,361,1,386,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,362,1,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,363,1,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,81,0,364,1,389,2,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,82,0,365,1,390,2,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,146,0,368,2,393,1,146,1,146,1,372,3,393,1,146,0,0,0,0,0,0,0,0
0,2,1,0,0,369,1,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,146,0,370,1,395,1,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,175,0,371,1,396,1,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,1,373,1,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,85,1,374,1,398,2,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,175,1,375,1,399,1,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,17,3235,0,1449,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,206,0,1450,1,792,1,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,38,0,1451,1,0,0,0,3,39,0,1452,1,0,0,0,3,40,0,1453,1,0,0,0
0,2,1,405,0,1454,1,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,17,5498,0,1455,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,430,0,1460,3,0,0,0,1,139,1,1461,2,747,1,139,0,0,0,0,0,0,0,0
0,2,1,139,0,1462,1,747,1,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,430,1,1463,1,748,2,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,139,1,1464,1,747,1,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,191,0,1290,1,234,2,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,98,0,1291,2,235,1,98,1,98,1,1291,3,235,1,98,0,0,0,0,0,0,0,0
0,2,2,192,0,1292,1,236,2,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,98,0,1293,1,237,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,146,0,1294,1,238,1,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,35,1,1295,1,0,0,0,3,36,1,1296,1,0,0,0,0,0,0,0,0,0,0,0
0,2,1,98,1,1297,1,237,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,146,1,1298,1,238,1,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,119,0,381,1,1379,2,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,382,2,73,0,0,1,0,1,386,3,0,0,0,0,0,0,0,0,0,0,0
0,2,1,217,0,383,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,120,0,384,1,75,2,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,32,0,385,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,121,1,387,1,77,2,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,122,1,388,1,78,2,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,73,0,389,1,79,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,160,0,390,1,80,1,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,123,0,391,1,81,2,123,2,176,0,392,1,0,2,176,0,0,0,0,0,0,0,0
0,2,1,160,0,394,1,82,1,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,73,0,395,1,83,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,73,1,389,1,79,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,160,1,390,1,80,1,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,123,1,391,1,81,2,123,2,176,1,392,1,0,2,176,0,0,0,0,0,0,0,0
