name {7}
"Mineable Resources:[ST:n ][ST:n ]Aurorite, Enduron Lead, White Cometite"
Mineable Resources:[ST:n ][ST:n ]None
Mineable Resources:[ST:n ][ST:n ]None
"Mineable Resources:[ST:n ][ST:n ]Aurorite, Enduron Lead, Everfreeze Ore,[ST:n ]Foucaultium"
Mineable Resources:[ST:n ][ST:n ]None
"Mineable Resources:[ST:n ][ST:n ]Aurorite, Infernium, Cimmerian Cinnabar"
"Mineable Resources:[ST:n ][ST:n ]Aurorite, Enduron Lead, White Cometite"
"Mineable Resources:[ST:n ][ST:n ]Enduron Lead, White Cometite"
"Mineable Resources:[ST:n ][ST:n ]Infernium, Everfreeze Ore"
Mineable Resources:[ST:n ][ST:n ]None
Mineable Resources:[ST:n ][ST:n ]None
Mineable Resources:[ST:n ][ST:n ]None
Mineable Resources:[ST:n ][ST:n ]None
Mineable Resources:[ST:n ][ST:n ]None
""
""
"Mineable Resources:[ST:n ][ST:n ]Infernium, Arc Sand Ore, Lionbone Bort"
Mineable Resources:[ST:n ][ST:n ]None
"Mineable Resources:[ST:n ][ST:n ]Aurorite, White Cometite"
Mineable Resources:[ST:n ][ST:n ]None
"Mineable Resources:[ST:n ][ST:n ]Aurorite, Arc Sand Ore, Enduron Lead"
Mineable Resources:[ST:n ][ST:n ]None
"Mineable Resources:[ST:n ][ST:n ]Infernium, Arc Sand Ore, Enduron Lead,[ST:n ]White Cometite"
Mineable Resources:[ST:n ][ST:n ]Ouroboros Crystal
"Mineable Resources:[ST:n ][ST:n ]Enduron Lead, Ouroboros Crystal"
Mineable Resources:[ST:n ][ST:n ]None
Mineable Resources:[ST:n ][ST:n ]None
"Mineable Resources:[ST:n ][ST:n ]Infernium, Boiled-Egg Ore, Lionbone Bort"
Mineable Resources:[ST:n ][ST:n ]None
Mineable Resources:[ST:n ][ST:n ]None
Mineable Resources:[ST:n ][ST:n ]None
Mineable Resources:[ST:n ][ST:n ]None
Mineable Resources:[ST:n ][ST:n ]None
"Mineable Resources:[ST:n ][ST:n ]Boiled-Egg Ore, White Cometite,[ST:n ]Lionbone Bort"
"Mineable Resources:[ST:n ][ST:n ]Aurorite, Ouroboros Crystal"
Mineable Resources:[ST:n ][ST:n ]None
"Mineable Resources:[ST:n ][ST:n ]Infernium, Boiled-Egg Ore"
Mineable Resources:[ST:n ][ST:n ]None
""
""
""
"Mineable Resources:[ST:n ][ST:n ]Parhelion Platinum, Marine Rutile"
Mineable Resources:[ST:n ][ST:n ]None
Mineable Resources:[ST:n ][ST:n ]None
Mineable Resources:[ST:n ][ST:n ]None
Mineable Resources:[ST:n ][ST:n ]Arc Sand Ore
Mineable Resources:[ST:n ][ST:n ]None
Mineable Resources:[ST:n ][ST:n ]None
"Mineable Resources:[ST:n ][ST:n ]Aurorite, Arc Sand Ore, Everfreeze Ore"
Mineable Resources:[ST:n ][ST:n ]None
Mineable Resources:[ST:n ][ST:n ]None
Mineable Resources:[ST:n ][ST:n ]None
Mineable Resources:[ST:n ][ST:n ]None
Mineable Resources:[ST:n ][ST:n ]None
"Mineable Resources:[ST:n ][ST:n ]Parhelion Platinum, Marine Rutile"
Mineable Resources:[ST:n ][ST:n ]None
Mineable Resources:[ST:n ][ST:n ]None
"Mineable Resources:[ST:n ][ST:n ]Everfreeze Ore, Boiled-Egg Ore"
"Mineable Resources:[ST:n ][ST:n ]Parhelion Platinum, Arc Sand Ore, Everfreeze[ST:n ]Ore, Boiled-Egg Ore, Marine Rutile"
Mineable Resources:[ST:n ][ST:n ]None
Mineable Resources:[ST:n ][ST:n ]Everfreeze Ore
Mineable Resources:[ST:n ][ST:n ]Arc Sand Ore
Mineable Resources:[ST:n ][ST:n ]Bonjelium
Mineable Resources:[ST:n ][ST:n ]Enduron Lead
"Mineable Resources:[ST:n ][ST:n ]Arc Sand Ore, Enduron Lead,[ST:n ]Marine Rutile, Bonjelium"
Mineable Resources:[ST:n ][ST:n ]None
"Mineable Resources:[ST:n ][ST:n ]Bonjelium, Arc Sand Ore"
Mineable Resources:[ST:n ][ST:n ]Bonjelium
"Mineable Resources:[ST:n ][ST:n ]Enduron Lead, Marine Rutile"
Mineable Resources:[ST:n ][ST:n ]None
Mineable Resources:[ST:n ][ST:n ]Bonjelium
Mineable Resources:[ST:n ][ST:n ]Bonjelium
Mineable Resources:[ST:n ][ST:n ]None
Mineable Resources:[ST:n ][ST:n ]None
Mineable Resources:[ST:n ][ST:n ]None
Mineable Resources:[ST:n ][ST:n ]None
Mineable Resources:[ST:n ][ST:n ]None
